ID,Time_h,perc_ID_g,Species,Age/weight,Strain,Organ,Size_nm,Analysis method,NP_Type,NP_Shape,Ligand,Charge,PEG cover,provided_identifier,Name,Charge ,provided_identifier_type,pmcid,doi
38,18.0,0.0877192982456129,Mouse,18.0,Nude mice,Brain,200.0,64Cu,Silica,Nanoparticle,cRGDY,Neutral,5000,25955122,64Cu-NOTA-HMSN-PEG-cRGDyK ,,pmid,,
39,48.0,0.731707317073159,Mouse,20.0,Balb/c mice,Brain,190.1,89Zr,Silica,Nanoparticle,TRC105,Neutral,5000,27980987,89Zr-bMSN‐PEG5k‐TRC105 190nm,,pmid,,
40,48.0,0.48780487804877,Mouse,20.0,Balb/c mice,Brain,190.1,89Zr,Silica,Nanoparticle,No,Neutral,5000,27980987,89Zr]bMSN‐PEG5k 190nm,,pmid,,
41,504.0,0.260869565217392,Mouse,20.0,Balb/c mice,Brain,150.0,89Zr,Silica,Nanoparticle,No,Very Negative,5000,26213260,89Zr-MSN 150nm,,pmid,,
42,25.0,0.555555555555554,Mouse,19.0,C57BL/6 mice,Brain,87.31,PET,Silica,Nanoparticle,Adpgk,Neutral,5000,31556987,64Cu-NOTA-bMSN(CpG/Ce6)-Adpgk 87nm,,pmid,,
43,24.0,0.02,Mouse,34.0,ICR mice,Brain,20.0,125I,Silica,Nanoparticle,No,,0,19936708,125I-SiNPs 20nm,,pmid,,
43,72.0,0.01,Mouse,34.0,ICR mice,Brain,20.0,125I,Silica,Nanoparticle,No,,0,19936708,,,pmid,,
44,24.0,0.1,Mouse,34.0,ICR mice,Brain,20.0,125I,Silica,Nanoparticle,No,,0,19936708,125I-SiNPs 80nm,,pmid,,
44,72.0,0.02,Mouse,34.0,ICR mice,Brain,20.0,125I,Silica,Nanoparticle,No,,0,19936708,,,pmid,PMC3563754,10.1016/j.biomaterials.2013.01.014
44,168.0,0.01,Mouse,34.0,ICR mice,Brain,20.0,125I,Silica,Nanoparticle,No,,0,19936708,,,pmid,,
44,336.0,0.01,Mouse,34.0,ICR mice,Brain,20.0,125I,Silica,Nanoparticle,No,,0,19936708,,,pmid,,
45,48.0,0.491,Mouse,,mice,Brain,15.0,64Cu,Silica,Nanoparticle,No,,0,21546997,64Cu-DO3A conjugated dextran SiMn QD 15.1nm,,pmid,,
46,24.0,0.4,Mouse,20.0,female FVB mice,Brain,120.0,64Cu,Lipid,Nanoparticle,No,,1200,23342299,,,pmid,,
46,48.0,0.2,Mouse,20.0,female FVB mice,Brain,120.0,64Cu,Lipid,Nanoparticle,No,,1200,23342299,,,pmid,PMC4151626,10.1002/smll.201002317
47,48.0,0.291262135922326,Mouse,18.0,Nude mice,Brain,10.0,64Cu,Iron Oxide,Nanoparticle,cRGDY,,5000,21367450,10 nm SIONPs ,,pmid,,
48,48.0,0.339805825242715,Mouse,18.0,Nude mice,Brain,60.0,64Cu,Iron Oxide,Nanoparticle,cRGDY,,5000,21367450,10 nm SIONPs c-RGD,,pmid,,
49,0.016666667,0.01,Mouse,,Balb/c mice,Brain,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,99mTc-USPIO 41nm,,doi,,
49,0.041666667,0.01,Mouse,,Balb/c mice,Brain,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
49,0.08333333333333333,0.06,Mouse,,Balb/c mice,Brain,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
49,0.25,0.04,Mouse,,Balb/c mice,Brain,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
49,0.5,0.03,Mouse,,Balb/c mice,Brain,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
49,1.0,0.03,Mouse,,Balb/c mice,Brain,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
49,2.0,0.01,Mouse,,Balb/c mice,Brain,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
49,4.0,0.01,Mouse,,Balb/c mice,Brain,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
49,6.0,0.01,Mouse,,Balb/c mice,Brain,41.0,99mTc,Iron Oxide,Nanoparticle,Dextran,,0,https://doi.org/10.1007/s10967-012-2173-4,,,doi,,
50,1.3333333333333333,0.218,Mouse,19.1,Balb/c mice,Brain,53.6,99mTc,Iron Oxide,Nanoparticle,Dextran,Neutral,0,29341587,99mTc-ferucarbotran,,pmid,,
51,24.0,0.2173913,Mouse,23.5,Swiss mice ,Brain,23.0,111In,Polymeric,Nanoparticle,No,,0,21612822,111In-labeled TNYL-RAW-CCPM,,pmid,,
52,6.0,0.8,Mouse,20.0,BALB/c mice,Brain,77.2,SPECT/CT,Polymeric,Micelles,No,Neutral,5000,21176954,123I-labeled nanoparticles (mixed micelles F−) Hollow,,pmid,,
53,6.0,0.748,Mouse,20.0,BALB/c mice,Brain,77.2,SPECT/CT,Polymeric,Micelles,Folic Acid,Neutral,5000,21176954,123I-labeled nanoparticles (mixed micelles F+),,pmid,,
54,48.0,0.416666666666667,Mouse,20.0,Balb/c mice,Brain,13.5,PET,Silica,Nanoparticle,No,,500,34029471,86Y-DOTA-UPSN,,pmid,PMC2745599,10.1016/j.biomaterials.2008.12.038
55,72.0,0.460526315789476,Mouse,20.0,Balb/c mice,Brain,13.64,64Cu,Silica,Nanoparticle,No,Neutral,500,31565854,64Cu-NOTA-UPSN,,pmid,,
56,72.0,0.19736842105263,Mouse,20.0,Balb/c mice,Brain,13.64,64Cu,Silica,Nanoparticle,No,Neutral,500,31565854,,,pmid,,
57,2.0,0.350877192982476,Mouse,28.5,Balb/c mice,Brain,400.0,PET,Silica,Nanoparticle,No,Negative,0,https://doi.org/10.1007/s11051-015-2938-0,18FMSiNPs 80nm,,doi,,
58,336.0,0.865384615384609,Mouse,21.0,ICR mice,Brain,109.38,ICP-OES,Silica,Nanoparticle,No,Very Negative,0,23593469,SNPs,,pmid,,
59,55.0,0.03,Mouse,39.7,Mice,Brain,145.0,64Cu ,Lipid,Nanoparticle,No,Very Negative,YES,21388194,64Cu-SLN 145nm -36mV anionic,,pmid,,
60,0.03333333333333333,1.2762886597938146,Mouse,20.0,Balb/c mice,Brain,29.0,ICP-OES,Iron Oxide,Nanoparticle,No,Very Negative,0,27125435,EDT - IONP (29nm),,pmid,,
60,0.5,1.7175257731958762,Mouse,20.0,Balb/c mice,Brain,29.0,ICP-OES,Iron Oxide,Nanoparticle,No,Very Negative,0,27125435,,,pmid,,
61,1.3333333333333333,0.179,Mouse,19.7,C57BL/6 Mice,Brain,109.0,89Zr,Iron Oxide,Nanoparticle,Dextran,Neutral,0,29341587,89Zr –perimag-COOH,,pmid,,
61,24.0,0.172,Mouse,19.7,C57BL/6 Mice,Brain,109.0,89Zr,Iron Oxide,Nanoparticle,Dextran,Neutral,0,29341587,89Zr –perimag-COOH,,pmid,,
62,24.0,0.365,Mouse,19.7,C57BL/6 Mice,Brain,127.0,89Zr,Iron Oxide,Nanoparticle,Dextran,Neutral,0,29341587,89Zr-ferucarbotran,,pmid,,
63,0.016666666666666666,0.0,Mouse,,Balb/c mice,Brain,80.2,111In,Iron Oxide,Nanoparticle,Dextran,Neutral,0,http://ijrr.com/article-1-3074-en.pdf,111In-DTPA-SPION,,other_url,,
63,0.08333333333333333,0.0,Mouse,,Balb/c mice,Brain,80.2,111In,Iron Oxide,Nanoparticle,Dextran,Neutral,0,http://ijrr.com/article-1-3074-en.pdf,,,other_url,,
63,0.25,0.0,Mouse,,Balb/c mice,Brain,80.2,111In,Iron Oxide,Nanoparticle,Dextran,Neutral,0,http://ijrr.com/article-1-3074-en.pdf,,,other_url,,
63,0.5,0.0,Mouse,,Balb/c mice,Brain,80.2,111In,Iron Oxide,Nanoparticle,Dextran,Neutral,0,http://ijrr.com/article-1-3074-en.pdf,,,other_url,,
63,1.0,0.0,Mouse,,Balb/c mice,Brain,80.2,111In,Iron Oxide,Nanoparticle,Dextran,Neutral,0,http://ijrr.com/article-1-3074-en.pdf,,,other_url,,
63,2.0,0.0,Mouse,,Balb/c mice,Brain,80.2,111In,Iron Oxide,Nanoparticle,Dextran,Neutral,0,http://ijrr.com/article-1-3074-en.pdf,,,other_url,,
63,6.0,0.0,Mouse,,Balb/c mice,Brain,80.2,111In,Iron Oxide,Nanoparticle,Dextran,Neutral,0,http://ijrr.com/article-1-3074-en.pdf,,,other_url,,
64,0.5,0.02,Mouse,23.7,Balb/c mice,Brain,4.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,Gold 4nm,,pmid,,
64,4.0,0.01,Mouse,23.7,Balb/c mice,Brain,4.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,,,pmid,,
64,24.0,0.01,Mouse,23.7,Balb/c mice,Brain,4.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,,,pmid,,
64,168.0,0.01,Mouse,23.7,Balb/c mice,Brain,4.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,,,pmid,,
64,720.0,0.01,Mouse,23.7,Balb/c mice,Brain,4.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,,,pmid,,
64,2160.0,0.002,Mouse,23.7,Balb/c mice,Brain,4.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,,,pmid,,
64,4320.0,0.002,Mouse,23.7,Balb/c mice,Brain,4.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,,,pmid,,
65,0.5,0.9822222222222241,Mouse,23.7,Balb/c mice,Brain,13.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,Gold 13nm,,pmid,,
65,4.0,0.7366666666666548,Mouse,23.7,Balb/c mice,Brain,13.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,,,pmid,,
65,24.0,0.49111111111110445,Mouse,23.7,Balb/c mice,Brain,13.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,,,pmid,,
65,168.0,0.6138888888888789,Mouse,23.7,Balb/c mice,Brain,13.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,,,pmid,,
65,720.0,0.01,Mouse,23.7,Balb/c mice,Brain,13.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,,,pmid,,
65,2160.0,0.01,Mouse,23.7,Balb/c mice,Brain,13.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,,,pmid,,
65,4320.0,0.01,Mouse,23.7,Balb/c mice,Brain,13.0,ICP-MS,Gold,Nanoparticle,No,,5000,20193702,,,pmid,,
66,0.5,0.01,Mouse,23.7,Balb/c mice,Brain,100.0,ICP-MS,Gold,Nanoparticle,No,,30000,20193702,Gold 100nm,,pmid,,
66,4.0,0.01,Mouse,23.7,Balb/c mice,Brain,100.0,ICP-MS,Gold,Nanoparticle,No,,30000,20193702,,,pmid,,
66,24.0,0.01,Mouse,23.7,Balb/c mice,Brain,100.0,ICP-MS,Gold,Nanoparticle,No,,30000,20193702,,,pmid,,
66,168.0,0.01,Mouse,23.7,Balb/c mice,Brain,100.0,ICP-MS,Gold,Nanoparticle,No,,30000,20193702,,,pmid,,
66,720.0,0.01,Mouse,23.7,Balb/c mice,Brain,100.0,ICP-MS,Gold,Nanoparticle,No,,30000,20193702,,,pmid,,
66,2160.0,0.01,Mouse,23.7,Balb/c mice,Brain,100.0,ICP-MS,Gold,Nanoparticle,No,,30000,20193702,,,pmid,,
66,4320.0,0.01,Mouse,23.7,Balb/c mice,Brain,100.0,ICP-MS,Gold,Nanoparticle,No,,30000,20193702,,,pmid,,
67,0.5,0.16949152542373,Mouse,21.8,Balb/c mice,Brain,27.3,ICP-MS,Gold,Nanoparticle,Choline,,0,23739667,27.3Au NP,,pmid,,
67,1.0,0.16949152542373,Mouse,21.8,Balb/c mice,Brain,27.3,ICP-MS,Gold,Nanoparticle,Choline,,0,23739667,,,pmid,,
67,2.0,0.0847457627118685,Mouse,21.8,Balb/c mice,Brain,27.3,ICP-MS,Gold,Nanoparticle,Choline,,0,23739667,,,pmid,,
67,4.0,0.16949152542373,Mouse,21.8,Balb/c mice,Brain,27.3,ICP-MS,Gold,Nanoparticle,Choline,,0,23739667,,,pmid,,
67,24.0,0.16949152542373,Mouse,21.8,Balb/c mice,Brain,27.3,ICP-MS,Gold,Nanoparticle,Choline,,0,23739667,,,pmid,PMC4836969,10.1002/adhm.201500992
68,4.0,0.086021505376344,Mouse,,SCID mice,Brain,42.5,ICP-MS,Gold,Nanoparticle,No,,5000,21711861,43 nm AuNP-PEG5000 (Kennedy et al. 2011),,pmid,,
68,8.0,0.064516129032258,Mouse,,SCID mice,Brain,42.5,ICP-MS,Gold,Nanoparticle,No,,5000,21711861,,,pmid,,
68,24.0,0.01,Mouse,,SCID mice,Brain,42.5,ICP-MS,Gold,Nanoparticle,No,,5000,21711861,,,pmid,,
69,0.5,0.357142857142855,Mouse,21.4,Nude mice,Brain,10.0,ICP-MS,Gold,Rods,No,Neutral,5000,21093587,10*45nm Gold Rods PEG,,pmid,,
69,2.0,0.357142857142855,Mouse,21.4,Nude mice,Brain,10.0,ICP-MS,Gold,Rods,No,Neutral,5000,21093587,,,pmid,,
69,6.0,0.178571428571427,Mouse,21.4,Nude mice,Brain,10.0,ICP-MS,Gold,Rods,No,Neutral,5000,21093587,,,pmid,,
69,24.0,0.357142857142855,Mouse,21.4,Nude mice,Brain,10.0,ICP-MS,Gold,Rods,No,Neutral,5000,21093587,,,pmid,,
69,72.0,1.96428571428571,Mouse,21.4,Nude mice,Brain,10.0,ICP-MS,Gold,Rods,No,Neutral,5000,21093587,,,pmid,,
70,0.5,3.59,Mouse,21.0,Nude mice,Brain,50.0,ICP-MS,Gold,Nanoparticle,No,Negative,5000,21093587,50nm Au PEG,,pmid,,
70,2.0,0.39,Mouse,21.0,Nude mice,Brain,50.0,ICP-MS,Gold,Nanoparticle,No,Negative,5000,21093587,,,pmid,,
71,0.083333333,0.444444444444449,Mouse,26.1,C57BL/6 mice,Brain,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,11-nm Ng-Au-CNDs,,pmid,,
71,1.0,0.01,Mouse,26.1,C57BL/6 mice,Brain,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
71,24.0,0.01,Mouse,26.1,C57BL/6 mice,Brain,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
71,96.0,0.01,Mouse,26.1,C57BL/6 mice,Brain,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
72,1.0,0.168539325842703,Mouse,26.1,C57BL/6 mice,Brain,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,22-nm P-Au-CNDs in B16F10 melanoma-bearing mice,,pmid,,
72,24.0,0.168539325842703,Mouse,26.1,C57BL/6 mice,Brain,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
72,96.0,0.168539325842703,Mouse,26.1,C57BL/6 mice,Brain,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
73,1.0,0.64814814814815,Mouse,26.1,C57BL/6 mice,Brain,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,22-nm P-Au-CNDs in MLL model,,pmid,,
73,24.0,0.370370370370373,Mouse,26.1,C57BL/6 mice,Brain,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
73,96.0,0.370370370370373,Mouse,26.1,C57BL/6 mice,Brain,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
74,24.0,0.15463917525773196,Mouse,27.5,Male ddY mice,Brain,15.0,ICP-MS,Gold,Nanoparticle,No,Very negative,0,18722754,Gold NP 15nm,,pmid,,
75,24.0,0.07422680412371134,Mouse,27.5,Male ddY mice,Brain,50.0,ICP-MS,Gold,Nanoparticle,No,Very negative,0,18722754,Gold NP 50nm,,pmid,,
76,24.0,0.01,Mouse,27.5,Male ddY mice,Brain,100.0,ICP-MS,Gold,Nanoparticle,No,Very negative,0,18722754,Gold 100nm,,pmid,,
77,24.0,0.01,Mouse,27.5,Male ddY mice,Brain,200.0,ICP-MS,Gold,Nanoparticle,No,Very negative,0,18722754,Gold 200nm,,pmid,,
78,1.0,1.29411764705882,Mouse,,Balb/c mice,Brain,9.4,PET,Gold,Nanoparticle,No,Neutral,5000,24272951,64CuAuNPs 9.4nm,,pmid,,
78,24.0,0.705882352941172,Mouse,,Balb/c mice,Brain,9.4,PET,Gold,Nanoparticle,No,Neutral,5000,24272951,,,pmid,,
78,48.0,0.470588235294114,Mouse,,Balb/c mice,Brain,9.4,PET,Gold,Nanoparticle,No,Neutral,5000,24272951,,,pmid,,
79,1.0,0.309278350515461,Mouse,22.5,Nude mice,Brain,21.5,99mTc,Gold,Nanoparticle,No,,0,21513349,99mTc-AuNP 21.5nm,,pmid,,
1,4.0,18.6792452830188,Mouse,,Nude mice,Blood,5.0,Fluorescence,Gold,Nanoparticle,EGFR Pep,Neutral,5000,25999665,Peptide Au NP 5nm,,pmid,,
1,24.0,5.47169811320755,Mouse,,Nude mice,Blood,5.0,Fluorescence,Gold,Nanoparticle,EGFR Pep,Neutral,5000,25999665,,,pmid,,
1,168.0,0.188679245283031,Mouse,,Nude mice,Blood,5.0,Fluorescence,Gold,Nanoparticle,EGFR Pep,Neutral,5000,25999665,,,pmid,,
2,0.5,8.57142857142857,Mouse,21.8,Balb/c mice,Blood,27.3,ICP-MS,Gold,Nanoparticle,Choline,,0,23739667,27.3Au NP,,pmid,,
2,1.0,5.75510204081632,Mouse,21.8,Balb/c mice,Blood,27.3,ICP-MS,Gold,Nanoparticle,Choline,,0,23739667,,,pmid,,
2,2.0,3.65306122448979,Mouse,21.8,Balb/c mice,Blood,27.3,ICP-MS,Gold,Nanoparticle,Choline,,0,23739667,,,pmid,,
2,4.0,1.08163265306122,Mouse,21.8,Balb/c mice,Blood,27.3,ICP-MS,Gold,Nanoparticle,Choline,,0,23739667,,,pmid,,
2,24.0,0.448979591836735,Mouse,21.8,Balb/c mice,Blood,27.3,ICP-MS,Gold,Nanoparticle,Choline,,0,23739667,,,pmid,,
3,24.0,1.91666666666666,Mouse,,Nude mice,Blood,2.5,64Cu ,Gold,Nanoclusters,No,,0,25224367,64Cu-doped AuNCs 2.5nm,,pmid,,
4,1.0,44.4303797468354,Mouse,20.0,Balb/c mice,Blood,56.8,198Au,Gold,Nanoparticle,No,,5000,24766522,Gold nanospheres 56.8nm,,pmid,,
4,6.0,24.6521739130434,Mouse,20.0,Balb/c mice,Blood,56.8,198Au,Gold,Nanoparticle,No,,5000,24766522,,,pmid,,
4,24.0,11.3777777777777,Mouse,20.0,Balb/c mice,Blood,56.8,198Au,Gold,Nanoparticle,No,,5000,24766522,,,pmid,,
5,1.0,16.5822784810126,Mouse,20.0,Balb/c mice,Blood,92.0,198Au,Gold,Disc,No,,5000,24766522,Gold disc 92*7nm,,pmid,,
5,6.0,9.82608695652172,Mouse,20.0,Balb/c mice,Blood,92.0,198Au,Gold,Disc,No,,5000,24766522,,,pmid,,
5,24.0,0.5,Mouse,20.0,Balb/c mice,Blood,92.0,198Au,Gold,Disc,No,,5000,24766522,,,pmid,,
6,1.0,14.9113924050633,Mouse,20.0,Balb/c mice,Blood,49.6,198Au,Gold,Cages,No,,5000,24766522,Gold nanocages 49.6nm,,pmid,,
6,6.0,13.6521739130434,Mouse,20.0,Balb/c mice,Blood,49.6,198Au,Gold,Cages,No,,5000,24766522,,,pmid,,
6,24.0,0.999999999999998,Mouse,20.0,Balb/c mice,Blood,49.6,198Au,Gold,Cages,No,,5000,24766522,,,pmid,,
7,1.0,19.9479166666666,Mouse,,Nude mice,Blood,5.5,ICP-MS,Gold,Nanoparticle,No,,1000,24123783,PEG gold 2.3nm,,pmid,,
7,12.0,3.38541666666666,Mouse,,Nude mice,Blood,5.5,ICP-MS,Gold,Nanoparticle,No,,1000,24123783,,,pmid,,
7,24.0,1.19791666666666,Mouse,,Nude mice,Blood,5.5,ICP-MS,Gold,Nanoparticle,No,,1000,24123783,,,pmid,,
7,48.0,0.520833333333335,Mouse,,Nude mice,Blood,5.5,ICP-MS,Gold,Nanoparticle,No,,1000,24123783,,,pmid,PMC4437573,10.1002/ppsc.201400119
8,1.0,1.08333333333333,Mouse,22.5,C57BL/6 mice,Blood,55.0,64Cu ,Gold,Cages,DOTA,Positive,5000,22690722,64Cu-DOTA-PEGAuNCs (55 nm),,pmid,,
8,4.0,0.833333333333329,Mouse,22.5,C57BL/6 mice,Blood,55.0,64Cu ,Gold,Cages,DOTA,Positive,5000,22690722,,,pmid,,
8,24.0,1.08333333333333,Mouse,22.5,C57BL/6 mice,Blood,55.0,64Cu ,Gold,Cages,DOTA,Positive,5000,22690722,,,pmid,,
9,1.0,20.3225806451612,Mouse,22.5,C57BL/6 mice,Blood,30.0,64Cu ,Gold,Cages,DOTA,Positive,5000,22690722,64Cu-DOTA-PEG-AuNCs (30 nm),,pmid,,
9,4.0,16.4516129032258,Mouse,22.5,C57BL/6 mice,Blood,30.0,64Cu ,Gold,Cages,DOTA,Positive,5000,22690722,,,pmid,,
9,24.0,2.3478260869565,Mouse,22.5,C57BL/6 mice,Blood,30.0,64Cu ,Gold,Cages,DOTA,Positive,5000,22690722,,,pmid,,
10,1.0,3.22448979591836,Mouse,22.5,C57BL/6 mice,Blood,55.0,64Cu ,Gold,Cages,DOTA,Positive,5000,22690722,64Cu-DOTA-PEGAuNCs (55 nm) tumor,,pmid,,
10,4.0,2.08163265306122,Mouse,22.5,C57BL/6 mice,Blood,55.0,64Cu ,Gold,Cages,DOTA,Positive,5000,22690722,,,pmid,PMC4180787,10.1016/j.biomaterials.2014.08.038
10,24.0,1.26530612244897,Mouse,22.5,C57BL/6 mice,Blood,55.0,64Cu ,Gold,Cages,DOTA,Positive,5000,22690722,,,pmid,PMC3985880,10.1021/ja412001e
11,1.0,18.0487804878048,Mouse,22.5,C57BL/6 mice,Blood,30.0,64Cu ,Gold,Cages,DOTA,Positive,5000,22690722,64Cu-DOTA-PEG-AuNCs (30 nm) tumor,,pmid,,
11,4.0,13.170731707317,Mouse,22.5,C57BL/6 mice,Blood,30.0,64Cu ,Gold,Cages,DOTA,Positive,5000,22690722,,,pmid,,
11,24.0,1.59999999999999,Mouse,22.5,C57BL/6 mice,Blood,30.0,64Cu ,Gold,Cages,DOTA,Positive,5000,22690722,,,pmid,,
12,4.0,0.7441322564744238,Mouse,,SCID mice,Plasma,42.5,ICP-MS,Gold,Nanoparticle,No,,5000,21711861,43 nm AuNP-PEG5000 (Kennedy et al. 2011),,pmid,PMC4358630,10.1021/nn406258m
12,8.0,1.658893565388842,Mouse,,SCID mice,Plasma,42.5,ICP-MS,Gold,Nanoparticle,No,,5000,21711861,,,pmid,,
12,24.0,0.3222993212755466,Mouse,,SCID mice,Plasma,42.5,ICP-MS,Gold,Nanoparticle,No,,5000,21711861,,,pmid,,
13,0.5,8.96551724137931,Mouse,21.0,Nude mice,Blood,50.0,ICP-MS,Gold,Nanoparticle,No,Negative,5000,21093587,50nm Au PEG,,pmid,,
13,2.0,6.89655172413793,Mouse,21.0,Nude mice,Blood,50.0,ICP-MS,Gold,Nanoparticle,No,Negative,5000,21093587,,,pmid,,
13,6.0,0.919540229885063,Mouse,21.0,Nude mice,Blood,50.0,ICP-MS,Gold,Nanoparticle,No,Negative,5000,21093587,,,pmid,,
13,24.0,0.114942528735639,Mouse,21.0,Nude mice,Blood,50.0,ICP-MS,Gold,Nanoparticle,No,Negative,5000,21093587,,,pmid,,
14,0.016666666666666666,70.26106914135055,Mouse,20.0,Balb/c mice,Blood,7.2,ICP-MS,Gold,Nanoclusters,BSA,Negative,Yes,25671498,GNC-BSA 7.2,,pmid,,
14,0.05,44.41193506218697,Mouse,20.0,Balb/c mice,Blood,7.2,ICP-MS,Gold,Nanoclusters,BSA,Negative,Yes,25671498,,,pmid,,
14,0.08333333333333333,30.01275299124352,Mouse,20.0,Balb/c mice,Blood,7.2,ICP-MS,Gold,Nanoclusters,BSA,Negative,Yes,25671498,,,pmid,PMC4127427,10.1002/anie.201304465
14,0.16666666666666666,17.86886449767675,Mouse,20.0,Balb/c mice,Blood,7.2,ICP-MS,Gold,Nanoclusters,BSA,Negative,Yes,25671498,,,pmid,,
14,1.0,8.674206066833385,Mouse,20.0,Balb/c mice,Blood,7.2,ICP-MS,Gold,Nanoclusters,BSA,Negative,Yes,25671498,,,pmid,,
14,2.0,7.112848974803385,Mouse,20.0,Balb/c mice,Blood,7.2,ICP-MS,Gold,Nanoclusters,BSA,Negative,Yes,25671498,,,pmid,,
14,6.0,3.8166506694066835,Mouse,20.0,Balb/c mice,Blood,7.2,ICP-MS,Gold,Nanoclusters,BSA,Negative,Yes,25671498,,,pmid,PMC3404261,10.1021/nn300464r
14,12.0,2.949230062723362,Mouse,20.0,Balb/c mice,Blood,7.2,ICP-MS,Gold,Nanoclusters,BSA,Negative,Yes,25671498,,,pmid,,
14,24.0,0.693936485346674,Mouse,20.0,Balb/c mice,Blood,7.2,ICP-MS,Gold,Nanoclusters,BSA,Negative,Yes,25671498,,,pmid,,
15,0.083333333,29.7826086956521,Mouse,26.1,C57BL/6 mice,Blood,5.0,NAA,Gold,Composite devices,No,Positive,0,17962085,5 nm P-Au-CND,,pmid,,
15,1.0,14.7826086956521,Mouse,26.1,C57BL/6 mice,Blood,5.0,NAA,Gold,Composite devices,No,Positive,0,17962085,,,pmid,,
15,24.0,3.47826086956521,Mouse,26.1,C57BL/6 mice,Blood,5.0,NAA,Gold,Composite devices,No,Positive,0,17962085,,,pmid,,
15,96.0,0.434782608695645,Mouse,26.1,C57BL/6 mice,Blood,5.0,NAA,Gold,Composite devices,No,Positive,0,17962085,,,pmid,,
16,0.083333333,16.0416666666666,Mouse,26.1,C57BL/6 mice,Blood,5.0,NAA,Gold,Composite devices,No,Negative,0,17962085,5 nm Ng-Au-CND,,pmid,,
16,1.0,9.79166666666667,Mouse,26.1,C57BL/6 mice,Blood,5.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
16,24.0,1.45833333333333,Mouse,26.1,C57BL/6 mice,Blood,5.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
16,96.0,0.416666666666659,Mouse,26.1,C57BL/6 mice,Blood,5.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,,
17,0.083333333,15.2083333333333,Mouse,26.1,C57BL/6 mice,Blood,5.0,NAA,Gold,Composite devices,No,Neutral,0,17962085,5 nm N-Au-CND,,pmid,,
17,1.0,11.0416666666666,Mouse,26.1,C57BL/6 mice,Blood,5.0,NAA,Gold,Composite devices,No,Neutral,0,17962085,,,pmid,PMC3211348,10.1186/1556-276X-6-283
17,24.0,1.87500000000002,Mouse,26.1,C57BL/6 mice,Blood,5.0,NAA,Gold,Composite devices,No,Neutral,0,17962085,,,pmid,,
17,96.0,0.833333333333373,Mouse,26.1,C57BL/6 mice,Blood,5.0,NAA,Gold,Composite devices,No,Neutral,0,17962085,,,pmid,,
18,0.083333333,24.4444444444444,Mouse,26.1,C57BL/6 mice,Blood,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,11-nm Ng-Au-CNDs,,pmid,,
18,1.0,1.00000000000001,Mouse,26.1,C57BL/6 mice,Blood,11.0,NAA,Gold,Composite devices,No,Negative,0,17962085,,,pmid,PMC3379889,10.1016/j.ejpb.2010.11.010
